Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 1.53, Median Loss: 1.53, Std Loss: 1.53, Mean Reward: 3.02, Median Reward: 2.00, Std Reward: 226.70
Episode: 417, step: 9, Pop: 5/5, Epsilon: 0.17, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 5.01, Median Reward: 2.00, Std Reward: 350.40
Episode: 418, step: 9, Pop: 6/5, Epsilon: 0.17, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.59, Median Reward: 2.00, Std Reward: 206.90
Episode: 419, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 2.49, Median Reward: 2.00, Std Reward: 191.60
Episode: 420, step: 9, Pop: 8/5, Epsilon: 0.17, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 3.05, Median Reward: 2.00, Std Reward: 274.30
Episode: 421, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.48, Median Reward: 2.00, Std Reward: 124.30
Episode: 422, step: 9, Pop: 6/5, Epsilon: 0.17, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 2.77, Median Reward: 2.00, Std Reward: 263.60
Episode: 423, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 2.47, Median Reward: 2.00, Std Reward: 195.10
Episode: 424, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 0.99, Median Loss: 0.99, Std Loss: 0.99, Mean Reward: 3.56, Median Reward: 2.00, Std Reward: 327.70
Episode: 425, step: 9, Pop: 6/5, Epsilon: 0.17, Mean Loss: 0.91, Median Loss: 0.91, Std Loss: 0.91, Mean Reward: 0.97, Median Reward: 2.00, Std Reward: 72.00
Episode: 426, step: 9, Pop: 6/5, Epsilon: 0.17, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 4.80, Median Reward: 4.00, Std Reward: 359.90
Episode: 427, step: 9, Pop: 7/5, Epsilon: 0.16, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 3.51, Median Reward: 2.00, Std Reward: 287.60
Episode: 428, step: 9, Pop: 6/5, Epsilon: 0.16, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 2.94, Median Reward: 2.00, Std Reward: 220.50
Episode: 429, step: 9, Pop: 6/5, Epsilon: 0.16, Mean Loss: 0.89, Median Loss: 0.89, Std Loss: 0.89, Mean Reward: 1.36, Median Reward: 2.00, Std Reward: 99.50
Episode: 430, step: 9, Pop: 5/5, Epsilon: 0.16, Mean Loss: 0.94, Median Loss: 0.94, Std Loss: 0.94, Mean Reward: 3.07, Median Reward: 2.00, Std Reward: 190.60
Episode: 431, step: 9, Pop: 7/5, Epsilon: 0.16, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 2.14, Median Reward: 2.00, Std Reward: 173.40
Episode: 432, step: 9, Pop: 6/5, Epsilon: 0.16, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 2.62, Median Reward: 2.00, Std Reward: 172.60
Episode: 433, step: 9, Pop: 6/5, Epsilon: 0.16, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 111.00
Episode: 434, step: 9, Pop: 5/5, Epsilon: 0.16, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 2.64, Median Reward: 2.00, Std Reward: 190.40
Episode: 435, step: 9, Pop: 3/5, Epsilon: 0.16, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 3.23, Median Reward: 2.00, Std Reward: 190.70
Episode: 436, step: 9, Pop: 7/5, Epsilon: 0.16, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.46, Median Reward: 2.00, Std Reward: 213.60
Episode: 437, step: 9, Pop: 7/5, Epsilon: 0.16, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 3.14, Median Reward: 2.00, Std Reward: 285.60
Episode: 438, step: 9, Pop: 8/5, Epsilon: 0.16, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 3.68, Median Reward: 2.00, Std Reward: 327.30
Episode: 439, step: 9, Pop: 9/5, Epsilon: 0.16, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 3.63, Median Reward: 2.00, Std Reward: 337.50
Episode: 440, step: 9, Pop: 7/5, Epsilon: 0.16, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 4.47, Median Reward: 2.00, Std Reward: 357.30
Episode: 441, step: 9, Pop: 6/5, Epsilon: 0.16, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 2.65, Median Reward: 2.00, Std Reward: 180.20
Episode: 442, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 4.08, Median Reward: 4.00, Std Reward: 322.50
Episode: 443, step: 9, Pop: 5/5, Epsilon: 0.15, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 3.15, Median Reward: 4.70, Std Reward: 223.70
Episode: 444, step: 9, Pop: 8/5, Epsilon: 0.15, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 2.59, Median Reward: 2.00, Std Reward: 212.10
Episode: 445, step: 9, Pop: 4/5, Epsilon: 0.15, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.45, Median Reward: 2.00, Std Reward: 183.90
Episode: 446, step: 9, Pop: 5/5, Epsilon: 0.15, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 2.65, Median Reward: 2.00, Std Reward: 180.00
Episode: 447, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 2.32, Median Reward: 2.00, Std Reward: 187.60
Episode: 448, step: 9, Pop: 4/5, Epsilon: 0.15, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 1.82, Median Reward: 2.00, Std Reward: 119.80
Episode: 449, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 3.38, Median Reward: 4.00, Std Reward: 233.40
Episode: 450, step: 9, Pop: 3/5, Epsilon: 0.15, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.07, Median Reward: 2.00, Std Reward: 113.90
Episode: 451, step: 9, Pop: 4/5, Epsilon: 0.15, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 4.02, Median Reward: 2.00, Std Reward: 269.40
Episode: 452, step: 9, Pop: 7/5, Epsilon: 0.15, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 2.52, Median Reward: 2.00, Std Reward: 214.10
Episode: 453, step: 9, Pop: 4/5, Epsilon: 0.15, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 4.42, Median Reward: 2.00, Std Reward: 318.10
Episode: 454, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 3.75, Median Reward: 4.00, Std Reward: 292.60
Episode: 455, step: 9, Pop: 7/5, Epsilon: 0.15, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 3.91, Median Reward: 2.00, Std Reward: 316.70
Episode: 456, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 1.43, Median Reward: 2.00, Std Reward: 106.00
Episode: 457, step: 9, Pop: 7/5, Epsilon: 0.15, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 2.81, Median Reward: 2.00, Std Reward: 236.40
Episode: 458, step: 9, Pop: 6/5, Epsilon: 0.15, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 3.97, Median Reward: 4.00, Std Reward: 262.10
Episode: 459, step: 9, Pop: 5/5, Epsilon: 0.14, Mean Loss: 0.97, Median Loss: 0.97, Std Loss: 0.97, Mean Reward: 1.58, Median Reward: 2.00, Std Reward: 110.40
Episode: 460, step: 9, Pop: 4/5, Epsilon: 0.14, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 84.00
Episode: 461, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 4.29, Median Reward: 4.00, Std Reward: 304.50
Episode: 462, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 3.84, Median Reward: 2.00, Std Reward: 326.00
Episode: 463, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 1.00, Median Loss: 1.00, Std Loss: 1.00, Mean Reward: 2.93, Median Reward: 2.00, Std Reward: 231.50
Episode: 464, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 0.63, Median Reward: 2.00, Std Reward: 44.50
Episode: 465, step: 9, Pop: 5/5, Epsilon: 0.14, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 3.78, Median Reward: 2.00, Std Reward: 329.20
Episode: 466, step: 9, Pop: 5/5, Epsilon: 0.14, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 1.93, Median Reward: 2.00, Std Reward: 135.00
Episode: 467, step: 9, Pop: 3/5, Epsilon: 0.14, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 4.54, Median Reward: 2.00, Std Reward: 263.50
Episode: 468, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 1.95, Median Reward: 2.00, Std Reward: 136.60
Episode: 469, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 2.40, Median Reward: 2.00, Std Reward: 182.40
Episode: 470, step: 9, Pop: 7/5, Epsilon: 0.14, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 4.91, Median Reward: 4.00, Std Reward: 417.70
Episode: 471, step: 9, Pop: 5/5, Epsilon: 0.14, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 2.16, Median Reward: 2.00, Std Reward: 145.00
Episode: 472, step: 9, Pop: 6/5, Epsilon: 0.14, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: 4.68, Median Reward: 2.00, Std Reward: 313.70
Episode: 473, step: 9, Pop: 9/5, Epsilon: 0.14, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 4.94, Median Reward: 4.00, Std Reward: 489.40
Episode: 474, step: 9, Pop: 9/5, Epsilon: 0.14, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 3.31, Median Reward: 2.00, Std Reward: 331.40
Episode: 475, step: 9, Pop: 7/5, Epsilon: 0.14, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 4.13, Median Reward: 4.00, Std Reward: 351.40
Episode: 476, step: 9, Pop: 5/5, Epsilon: 0.14, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 2.42, Median Reward: 2.00, Std Reward: 164.70
Episode: 477, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 2.46, Median Reward: 2.00, Std Reward: 135.50
Episode: 478, step: 9, Pop: 5/5, Epsilon: 0.13, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 2.81, Median Reward: 2.00, Std Reward: 199.50
Episode: 479, step: 9, Pop: 7/5, Epsilon: 0.13, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 4.24, Median Reward: 4.00, Std Reward: 377.70
Episode: 480, step: 9, Pop: 7/5, Epsilon: 0.13, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 1.87, Median Reward: 2.00, Std Reward: 153.00
Episode: 481, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 3.67, Median Reward: 2.00, Std Reward: 205.50
Episode: 482, step: 9, Pop: 5/5, Epsilon: 0.13, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 3.84, Median Reward: 4.00, Std Reward: 257.60
Episode: 483, step: 9, Pop: 6/5, Epsilon: 0.13, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 0.41, Median Reward: 2.00, Std Reward: 32.90
Episode: 484, step: 9, Pop: 3/5, Epsilon: 0.13, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 3.55, Median Reward: 2.00, Std Reward: 209.30
Episode: 485, step: 9, Pop: 8/5, Epsilon: 0.13, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 2.27, Median Reward: 2.00, Std Reward: 193.10
Episode: 486, step: 9, Pop: 6/5, Epsilon: 0.13, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 3.75, Median Reward: 4.00, Std Reward: 292.80
Episode: 487, step: 9, Pop: 7/5, Epsilon: 0.13, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 5.16, Median Reward: 4.00, Std Reward: 412.60
Episode: 488, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.82, Median Reward: 2.00, Std Reward: 282.40
Episode: 489, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 0.97, Median Reward: 2.00, Std Reward: 62.00
Episode: 490, step: 9, Pop: 7/5, Epsilon: 0.13, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 2.88, Median Reward: 2.00, Std Reward: 239.40
Episode: 491, step: 9, Pop: 8/5, Epsilon: 0.13, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 2.80, Median Reward: 2.00, Std Reward: 235.00
Episode: 492, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 3.43, Median Reward: 2.00, Std Reward: 263.90
Episode: 493, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 3.65, Median Reward: 3.00, Std Reward: 219.10
Episode: 494, step: 9, Pop: 4/5, Epsilon: 0.13, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 3.64, Median Reward: 2.00, Std Reward: 283.60
Episode: 495, step: 9, Pop: 5/5, Epsilon: 0.12, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 3.31, Median Reward: 2.00, Std Reward: 221.60
Episode: 496, step: 9, Pop: 7/5, Epsilon: 0.12, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 4.78, Median Reward: 4.00, Std Reward: 391.90
Episode: 497, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 3.21, Median Reward: 2.00, Std Reward: 227.60
Episode: 498, step: 9, Pop: 8/5, Epsilon: 0.12, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 4.64, Median Reward: 4.00, Std Reward: 380.40
Episode: 499, step: 9, Pop: 7/5, Epsilon: 0.12, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 3.90, Median Reward: 4.00, Std Reward: 303.90
Episode: 500, step: 9, Pop: 5/5, Epsilon: 0.12, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 2.30, Median Reward: 2.00, Std Reward: 144.90
Episode: 501, step: 9, Pop: 8/5, Epsilon: 0.12, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 2.26, Median Reward: 2.00, Std Reward: 205.50
Episode: 502, step: 9, Pop: 3/5, Epsilon: 0.12, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 0.53, Median Reward: 2.00, Std Reward: 30.00
Episode: 503, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 3.15, Median Reward: 4.00, Std Reward: 233.20
Episode: 504, step: 9, Pop: 3/5, Epsilon: 0.12, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 18.00
Episode: 505, step: 9, Pop: 4/5, Epsilon: 0.12, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 3.27, Median Reward: 2.00, Std Reward: 222.50
Episode: 506, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.51, Median Reward: 2.00, Std Reward: 231.70
Episode: 507, step: 9, Pop: 7/5, Epsilon: 0.12, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 5.06, Median Reward: 4.00, Std Reward: 425.20
Episode: 508, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 1.91, Median Reward: 2.00, Std Reward: 147.40
Episode: 509, step: 9, Pop: 5/5, Epsilon: 0.12, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.76, Median Reward: 2.00, Std Reward: 266.90
Episode: 510, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 5.14, Median Reward: 4.00, Std Reward: 349.60
Episode: 511, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 3.37, Median Reward: 4.70, Std Reward: 239.50
Episode: 512, step: 9, Pop: 3/5, Epsilon: 0.12, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 3.39, Median Reward: 2.00, Std Reward: 251.00
Episode: 513, step: 9, Pop: 5/5, Epsilon: 0.12, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 4.82, Median Reward: 4.00, Std Reward: 366.10
Episode: 514, step: 9, Pop: 5/5, Epsilon: 0.12, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 2.19, Median Reward: 2.00, Std Reward: 142.50
Episode: 515, step: 9, Pop: 6/5, Epsilon: 0.12, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 1.20, Median Reward: 2.00, Std Reward: 97.10
Episode: 516, step: 9, Pop: 3/5, Epsilon: 0.12, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 4.46, Median Reward: 2.00, Std Reward: 281.10
Episode: 517, step: 9, Pop: 6/5, Epsilon: 0.11, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 3.26, Median Reward: 2.00, Std Reward: 273.90
Episode: 518, step: 9, Pop: 5/5, Epsilon: 0.11, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 2.25, Median Reward: 2.00, Std Reward: 169.10
Episode: 519, step: 9, Pop: 8/5, Epsilon: 0.11, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 1.31, Median Reward: 2.00, Std Reward: 117.00
Episode: 520, step: 9, Pop: 6/5, Epsilon: 0.11, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 4.43, Median Reward: 3.00, Std Reward: 337.00
Episode: 521, step: 9, Pop: 7/5, Epsilon: 0.11, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 4.73, Median Reward: 2.00, Std Reward: 364.00
Episode: 522, step: 9, Pop: 5/5, Epsilon: 0.11, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: 3.23, Median Reward: 2.00, Std Reward: 203.20
Episode: 523, step: 9, Pop: 3/5, Epsilon: 0.11, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.38, Median Reward: 2.00, Std Reward: 216.10
Episode: 524, step: 9, Pop: 5/5, Epsilon: 0.11, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 1.70, Median Reward: 2.00, Std Reward: 104.00
Episode: 525, step: 9, Pop: 5/5, Epsilon: 0.11, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 5.20, Median Reward: 4.00, Std Reward: 311.80
Episode: 526, step: 9, Pop: 3/5, Epsilon: 0.11, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 3.09, Median Reward: 2.00, Std Reward: 213.20
Episode: 527, step: 9, Pop: 4/5, Epsilon: 0.11, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 3.40, Median Reward: 2.00, Std Reward: 177.00
Episode: 528, step: 9, Pop: 3/5, Epsilon: 0.11, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 2.70, Median Reward: 2.00, Std Reward: 169.90
Episode: 529, step: 9, Pop: 3/5, Epsilon: 0.11, Mean Loss: 0.86, Median Loss: 0.86, Std Loss: 0.86, Mean Reward: 2.88, Median Reward: 2.00, Std Reward: 163.90
Episode: 530, step: 9, Pop: 7/5, Epsilon: 0.11, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 2.51, Median Reward: 2.00, Std Reward: 211.00
Episode: 531, step: 9, Pop: 3/5, Epsilon: 0.11, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 2.19, Median Reward: 2.00, Std Reward: 137.70
Episode: 532, step: 9, Pop: 8/5, Epsilon: 0.11, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 3.84, Median Reward: 4.00, Std Reward: 330.60
Episode: 533, step: 9, Pop: 2/5, Epsilon: 0.11, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.11, Median Reward: 2.00, Std Reward: 152.40
Episode: 534, step: 9, Pop: 4/5, Epsilon: 0.11, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 3.60, Median Reward: 2.00, Std Reward: 215.90
Episode: 535, step: 9, Pop: 8/5, Epsilon: 0.11, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: 2.42, Median Reward: 2.00, Std Reward: 229.90
Episode: 536, step: 9, Pop: 4/5, Epsilon: 0.11, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.98, Median Reward: 2.00, Std Reward: 193.90
Episode: 537, step: 9, Pop: 6/5, Epsilon: 0.11, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 2.25, Median Reward: 2.00, Std Reward: 150.90
Episode: 538, step: 9, Pop: 4/5, Epsilon: 0.11, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 2.16, Median Reward: 2.00, Std Reward: 129.80
Episode: 539, step: 9, Pop: 4/5, Epsilon: 0.11, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 4.12, Median Reward: 2.00, Std Reward: 222.70
Episode: 540, step: 9, Pop: 5/5, Epsilon: 0.10, Mean Loss: 0.86, Median Loss: 0.86, Std Loss: 0.86, Mean Reward: 4.64, Median Reward: 2.00, Std Reward: 361.80
Episode: 541, step: 9, Pop: 8/5, Epsilon: 0.10, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 5.42, Median Reward: 4.70, Std Reward: 444.10
Episode: 542, step: 9, Pop: 7/5, Epsilon: 0.10, Mean Loss: 0.96, Median Loss: 0.96, Std Loss: 0.96, Mean Reward: 2.01, Median Reward: 2.00, Std Reward: 146.70
Episode: 543, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 1.75, Median Reward: 2.00, Std Reward: 128.10
Episode: 544, step: 9, Pop: 5/5, Epsilon: 0.10, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: 4.54, Median Reward: 4.00, Std Reward: 344.70
Episode: 545, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 1.04, Median Loss: 1.04, Std Loss: 1.04, Mean Reward: 3.88, Median Reward: 2.00, Std Reward: 229.10
Episode: 546, step: 9, Pop: 5/5, Epsilon: 0.10, Mean Loss: 0.40, Median Loss: 0.40, Std Loss: 0.40, Mean Reward: 3.37, Median Reward: 2.00, Std Reward: 195.40
Episode: 547, step: 9, Pop: 5/5, Epsilon: 0.10, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 2.71, Median Reward: 2.00, Std Reward: 178.90
Episode: 548, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 2.15, Median Reward: 2.00, Std Reward: 141.70
Episode: 549, step: 9, Pop: 6/5, Epsilon: 0.10, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 2.20, Median Reward: 2.00, Std Reward: 162.70
Episode: 550, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 4.18, Median Reward: 2.00, Std Reward: 271.70
Episode: 551, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 1.39, Median Reward: 2.00, Std Reward: 94.80
Episode: 552, step: 9, Pop: 8/5, Epsilon: 0.10, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 3.40, Median Reward: 2.00, Std Reward: 278.70
Episode: 553, step: 9, Pop: 3/5, Epsilon: 0.10, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 3.45, Median Reward: 2.00, Std Reward: 228.00
Episode: 554, step: 9, Pop: 4/5, Epsilon: 0.10, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 5.18, Median Reward: 2.00, Std Reward: 342.20
Episode: 555, step: 9, Pop: 7/5, Epsilon: 0.10, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 4.93, Median Reward: 4.00, Std Reward: 349.70
